mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,mcs_dl_2,mcs_ul_2,dl_kbps_2,ul_kbps_2,mcs_dl_3,mcs_ul_3,dl_kbps_3,ul_kbps_3,mcs_dl_4,mcs_ul_4,dl_kbps_4,ul_kbps_4,cpu_1,cpu_2,cpu_3,cpu_5,cpu_6,cpu_7
15,11,4968,7992,25,20,22152,15264,15,12,9912,8248,5,0,2728,1096,0.59,0.54,0.5,0.45,0.35,0.35
19,17,17568,14688,10,4,2664,488,18,15,6456,5160,3,0,440,840,0.6,0.42,0.4,0.34,0.3,0.29
18,15,9528,4008,3,0,1032,536,8,4,2088,2792,5,0,4136,256,0.42,0.41,0.38,0.38,0.26,0.26
2,0,696,712,13,8,7736,1672,8,2,6456,296,24,20,21384,4392,0.44,0.4,0.38,0.37,0.27,0.26
13,7,10296,5352,8,2,5736,1416,6,1,3752,744,20,18,10296,7992,0.5,0.47,0.43,0.42,0.3,0.3
2,0,2088,288,10,4,3496,3624,10,4,6712,2664,4,0,408,1192,0.45,0.45,0.41,0.38,0.28,0.28
15,10,13536,936,15,12,14112,8760,20,17,5544,11832,8,4,5992,1544,0.55,0.53,0.41,0.39,0.31,0.31
5,0,2472,488,7,2,5992,1544,15,9,552,3496,18,15,4968,3496,0.44,0.41,0.38,0.35,0.26,0.26
15,10,3496,6712,13,7,2728,2088,26,20,1800,9528,13,8,4392,4968,0.45,0.43,0.43,0.36,0.28,0.28
25,20,19848,17568,7,2,328,1544,24,20,15840,15264,13,8,6456,4584,0.62,0.56,0.43,0.4,0.34,0.34
5,0,2280,120,11,6,5736,936,18,15,4968,4008,5,0,2792,1320,0.45,0.38,0.37,0.32,0.25,0.25
26,20,26416,4392,26,20,22920,18336,6,1,1352,1032,2,0,32,176,0.64,0.47,0.4,0.3,0.3,0.3
3,0,1992,1128,6,1,1672,1192,15,12,4008,1192,22,19,16416,9144,0.51,0.44,0.4,0.34,0.28,0.28
19,17,16992,12216,8,2,6712,296,5,0,3368,120,15,9,3496,6968,0.59,0.47,0.37,0.35,0.3,0.29
6,1,5160,1544,25,20,2280,8760,2,0,1000,1256,10,4,4968,3496,0.47,0.46,0.44,0.41,0.3,0.3
10,4,2664,552,18,14,12216,9144,8,2,2216,1800,24,20,16416,14112,0.57,0.54,0.43,0.34,0.31,0.32
13,7,2280,1608,5,0,2728,648,10,4,4008,3368,13,8,9912,2984,0.46,0.41,0.41,0.35,0.27,0.27
4,0,2408,1032,4,0,208,504,3,0,1096,600,6,1,1480,1128,0.42,0.39,0.39,0.36,0.26,0.26
10,4,2856,328,24,20,12576,9144,22,19,5160,1800,6,1,1128,344,0.46,0.35,0.32,0.31,0.24,0.24
4,0,328,648,8,2,6200,32,13,7,1128,4584,20,18,3112,13536,0.53,0.41,0.39,0.33,0.28,0.28
5,0,680,1064,15,9,10296,4392,20,18,5544,10296,11,6,5992,2984,0.48,0.45,0.43,0.42,0.3,0.29
24,20,10296,12960,22,19,20616,16416,26,20,4968,16416,7,2,3496,872,0.63,0.55,0.52,0.4,0.35,0.35
6,1,2984,1800,7,2,3752,2024,18,14,328,10680,22,19,12960,11448,0.53,0.47,0.45,0.45,0.32,0.31
13,7,5992,2792,13,7,2024,4264,18,14,3240,8760,7,2,5352,328,0.47,0.42,0.4,0.37,0.28,0.28
13,8,7224,2344,15,10,1992,6712,11,6,6200,1128,18,15,8504,3752,0.45,0.41,0.4,0.39,0.28,0.27
15,12,5544,6712,2,0,1288,776,19,17,8760,10296,20,18,14112,7480,0.51,0.49,0.48,0.41,0.31,0.32
18,15,2600,11448,26,20,19848,7992,6,1,1480,1544,19,17,2856,12960,0.51,0.5,0.5,0.43,0.32,0.32
13,8,8760,536,5,0,3496,648,25,20,12576,17568,15,10,2600,6968,0.6,0.46,0.42,0.36,0.31,0.31
11,6,7992,2792,6,1,176,376,19,17,1416,3368,6,1,4776,1608,0.46,0.42,0.34,0.32,0.26,0.26
5,0,2856,872,8,4,6712,2472,7,2,5352,872,2,0,1096,904,0.46,0.42,0.42,0.42,0.29,0.28
24,20,5352,1160,2,0,32,176,8,4,1096,328,15,12,8760,5352,0.46,0.35,0.31,0.29,0.24,0.23
25,20,6968,18336,20,18,3112,14688,20,17,7480,280,25,20,19080,6200,0.57,0.53,0.47,0.37,0.32,0.32
20,18,4392,1928,15,10,1992,5352,18,15,7736,9912,3,0,2600,32,0.5,0.43,0.35,0.33,0.27,0.27
15,12,7480,1800,2,0,696,16,20,17,7224,4008,6,1,1992,904,0.39,0.38,0.37,0.28,0.24,0.24
22,19,22152,4392,10,4,5160,2280,15,9,7992,7992,5,0,1032,1000,0.48,0.47,0.42,0.41,0.3,0.3
18,14,6200,7736,7,2,3368,2088,13,8,5544,968,8,4,2088,696,0.47,0.45,0.36,0.34,0.27,0.27
19,17,1416,2152,2,0,424,328,25,20,552,14688,13,7,11064,840,0.48,0.38,0.33,0.32,0.26,0.25
15,12,4968,7992,4,0,1800,648,19,17,7992,13536,18,14,2600,12216,0.57,0.52,0.51,0.4,0.33,0.34
18,15,9144,14112,10,4,456,120,19,17,17568,11448,22,19,20616,696,0.58,0.56,0.41,0.3,0.28,0.31
26,20,3624,1992,22,19,20616,7480,15,9,12960,3496,15,10,3752,3496,0.51,0.43,0.39,0.35,0.28,0.28
8,4,3752,1288,26,20,16992,16992,4,0,3112,120,5,0,3880,208,0.6,0.39,0.35,0.34,0.29,0.27
15,11,10680,2280,15,10,3496,4392,13,8,6712,1096,15,12,7736,7224,0.5,0.4,0.4,0.38,0.28,0.28
2,0,296,488,13,8,5352,6456,18,14,14112,8504,7,2,4584,1928,0.52,0.47,0.46,0.37,0.3,0.3
15,9,1416,6968,15,9,6200,2856,26,20,19080,1160,15,11,13536,7992,0.55,0.44,0.41,0.4,0.3,0.3
20,18,14112,11064,20,17,9144,600,15,9,1992,7736,22,19,1384,1064,0.54,0.46,0.38,0.32,0.28,0.28
8,2,6968,1288,8,2,536,1192,4,0,3624,904,15,10,3752,5992,0.46,0.44,0.44,0.4,0.29,0.29
18,15,7992,4584,15,9,12216,616,15,10,1736,4776,20,17,1992,6456,0.42,0.41,0.4,0.37,0.27,0.27
22,19,22920,7480,15,9,11064,1864,15,11,1992,3496,22,19,15840,9528,0.52,0.5,0.41,0.38,0.3,0.3
2,0,616,224,26,20,28336,19080,18,14,4584,4968,8,4,120,2856,0.63,0.41,0.4,0.32,0.3,0.29
15,10,1992,6712,19,17,2856,11832,8,4,1928,2984,5,0,1928,872,0.49,0.45,0.43,0.42,0.3,0.3
8,2,6968,1480,15,10,14112,2344,15,10,9912,1736,2,0,744,1064,0.44,0.42,0.41,0.4,0.28,0.28
18,14,15264,12216,15,12,4968,7224,19,17,13536,5160,3,0,2536,600,0.57,0.49,0.46,0.42,0.33,0.32
8,2,5544,1736,22,19,22152,18336,25,20,19080,3112,25,20,7480,6712,0.63,0.44,0.44,0.42,0.33,0.32
6,1,1864,1160,11,6,2280,4776,10,4,6200,1352,19,17,17568,6456,0.5,0.44,0.42,0.4,0.3,0.29
18,14,9144,3880,15,12,12576,7736,25,20,5736,10680,6,1,1736,904,0.54,0.47,0.41,0.4,0.3,0.3
25,20,22152,14688,13,8,7992,392,13,8,6456,680,15,12,3112,7224,0.6,0.46,0.36,0.36,0.3,0.29
11,6,7480,4136,26,20,19080,15264,13,8,1608,6200,20,17,16416,7736,0.6,0.51,0.47,0.43,0.34,0.33
3,0,176,152,22,19,18336,16416,18,15,1288,9144,6,1,3240,1032,0.61,0.45,0.41,0.3,0.29,0.3
22,19,11064,7480,15,11,1736,6968,18,14,10296,8248,4,0,3240,152,0.49,0.47,0.45,0.35,0.29,0.3
8,2,2664,616,8,4,3112,2408,5,0,4264,904,18,15,6712,13536,0.55,0.44,0.41,0.38,0.3,0.29
22,19,16992,336,20,17,1160,14112,25,20,3496,17568,26,20,26416,3112,0.55,0.52,0.45,0.41,0.32,0.32
24,20,3752,1544,4,0,2984,712,11,6,2664,4392,25,20,27376,2344,0.44,0.43,0.43,0.33,0.27,0.27
13,7,3240,712,6,1,2408,872,22,19,18336,7480,25,20,7992,1544,0.48,0.39,0.35,0.33,0.26,0.26
4,0,2664,1288,2,0,840,16,8,4,1800,2664,26,20,12960,8760,0.48,0.44,0.4,0.29,0.27,0.27
8,2,536,1160,18,15,6456,13536,4,0,904,1000,19,17,10296,12960,0.55,0.54,0.42,0.38,0.32,0.32
8,4,3368,1064,20,17,12216,4008,4,0,3496,1352,11,6,4776,3240,0.47,0.43,0.43,0.39,0.28,0.29
3,0,2792,376,8,4,3240,1128,3,0,2856,288,25,20,24496,8760,0.5,0.39,0.37,0.36,0.27,0.27
26,20,584,6712,25,20,12960,18336,15,11,9144,7480,25,20,6968,5544,0.59,0.5,0.41,0.41,0.32,0.32
11,6,5544,4776,24,20,14688,16416,26,20,4264,3112,15,11,11064,6456,0.59,0.5,0.47,0.37,0.32,0.32
15,12,1128,2024,2,0,1800,208,24,20,24496,376,18,15,2280,4264,0.4,0.37,0.34,0.33,0.24,0.24
15,10,4968,6968,18,14,9912,3112,22,19,12960,10296,7,2,3368,840,0.5,0.49,0.41,0.4,0.3,0.3
20,18,18336,7992,15,10,10296,3112,20,17,17568,8760,19,17,11448,600,0.53,0.51,0.41,0.39,0.31,0.31
13,8,2024,3240,20,17,9144,5160,15,9,840,6200,15,10,552,1096,0.43,0.43,0.37,0.31,0.26,0.26
4,0,256,392,13,7,5736,1320,20,18,14112,9144,13,8,2984,3368,0.51,0.39,0.37,0.35,0.27,0.27
20,17,9144,15264,26,20,3624,17568,18,14,10680,5160,15,9,2600,4264,0.58,0.55,0.45,0.39,0.33,0.33
2,0,744,488,26,20,16992,18336,7,2,2984,1864,2,0,648,56,0.61,0.44,0.37,0.3,0.28,0.29
8,2,2344,1928,19,17,15840,3624,5,0,4136,648,11,6,328,2728,0.44,0.44,0.43,0.37,0.28,0.28
15,9,9912,4264,20,17,9144,11832,3,0,1032,1352,4,0,2152,1256,0.55,0.45,0.43,0.43,0.31,0.31
2,0,840,16,6,1,4968,1416,15,9,7992,6712,8,2,5992,968,0.46,0.45,0.41,0.3,0.27,0.27
22,19,22920,9912,8,2,1256,696,18,14,11064,11064,26,20,15840,11064,0.56,0.56,0.52,0.36,0.33,0.34
15,11,10680,3752,8,2,3112,72,15,11,3752,6200,20,18,15264,11832,0.57,0.45,0.43,0.31,0.29,0.29
8,2,1096,936,20,18,18336,4264,18,15,11832,3112,20,17,1992,10296,0.46,0.46,0.42,0.37,0.29,0.29
25,20,16416,10296,25,20,19848,9912,25,20,23688,15264,10,4,936,2600,0.62,0.52,0.51,0.4,0.34,0.34
24,20,27376,4776,15,12,1992,3624,6,1,600,424,18,15,10680,11064,0.54,0.46,0.38,0.34,0.29,0.29
2,0,1096,1000,8,4,3240,1864,5,0,3880,224,18,15,4968,9144,0.47,0.43,0.39,0.36,0.27,0.27
2,0,296,808,18,14,15840,1256,2,0,424,224,13,7,7992,5352,0.48,0.41,0.4,0.33,0.27,0.27
13,8,2472,4584,2,0,1672,344,3,0,1032,488,11,6,3368,2600,0.41,0.41,0.38,0.37,0.26,0.26
18,14,9912,12960,19,17,15264,13536,4,0,1608,456,24,20,11832,11064,0.6,0.56,0.51,0.38,0.34,0.34
18,15,2600,3496,26,20,12960,6712,15,11,11448,5544,3,0,1800,1064,0.48,0.47,0.44,0.36,0.29,0.29
8,2,1928,968,18,15,15840,9144,6,1,4136,1160,18,15,14688,14112,0.61,0.55,0.45,0.39,0.33,0.33
26,20,29296,9912,25,20,26416,17568,5,0,2984,424,19,17,10680,14688,0.66,0.57,0.56,0.39,0.36,0.36
5,0,680,328,13,8,5544,6456,25,20,26416,8248,20,17,10680,12960,0.57,0.52,0.47,0.33,0.31,0.32
15,12,6200,7480,8,2,4968,648,15,10,2600,1096,13,8,680,5160,0.49,0.41,0.39,0.34,0.27,0.27
13,7,1608,5992,18,14,3240,4392,15,11,6968,1736,20,17,7992,7992,0.48,0.45,0.39,0.39,0.28,0.28
20,18,7224,8760,15,11,12960,1032,3,0,2600,1256,19,17,6712,13536,0.54,0.46,0.46,0.4,0.31,0.31
3,0,2344,1096,10,4,7480,1288,2,0,1800,288,2,0,1160,88,0.44,0.41,0.37,0.3,0.25,0.25
25,20,25456,16416,8,2,808,936,22,19,9144,1416,22,19,14688,9144,0.61,0.49,0.37,0.37,0.31,0.3
10,4,616,3496,13,8,1608,1256,15,10,4968,6200,20,18,13536,11064,0.54,0.47,0.43,0.34,0.3,0.3
7,2,1608,2216,5,0,1128,1320,20,17,7480,6456,26,20,29296,776,0.44,0.43,0.42,0.41,0.28,0.28
7,2,3240,72,4,0,208,776,15,11,11064,5160,24,20,10296,7992,0.46,0.44,0.37,0.31,0.26,0.27
19,17,16416,2152,18,14,6456,8760,15,9,9528,1256,15,10,7736,2024,0.48,0.43,0.39,0.38,0.28,0.28
2,0,2088,1128,15,9,10296,936,22,19,440,9528,15,9,10296,3368,0.44,0.43,0.41,0.37,0.27,0.28
22,19,20616,14688,7,2,1480,1672,15,10,14112,7224,5,0,2216,1256,0.59,0.53,0.44,0.42,0.33,0.33
8,4,4776,2472,15,10,8760,6968,11,6,3112,4136,10,4,4264,2792,0.51,0.45,0.45,0.44,0.31,0.31
10,4,2856,1992,18,14,5544,10680,11,6,7480,3240,20,18,2344,9528,0.5,0.45,0.44,0.4,0.3,0.3
7,2,4584,1544,15,10,5736,6712,15,9,12216,2984,6,1,808,808,0.48,0.44,0.42,0.38,0.29,0.29
8,4,4968,2984,10,4,2216,208,13,8,4136,2536,22,19,18336,16416,0.61,0.46,0.38,0.31,0.3,0.29
6,1,3880,1544,2,0,1064,424,2,0,72,504,3,0,504,224,0.45,0.36,0.36,0.32,0.25,0.25
20,17,17568,600,2,0,696,392,5,0,424,808,18,15,2600,1128,0.41,0.38,0.35,0.32,0.24,0.24
26,20,12960,13536,25,20,14688,1544,11,6,1544,5160,22,19,13536,4392,0.54,0.45,0.43,0.41,0.31,0.3
3,0,1736,536,18,14,13536,5352,20,17,6200,10296,15,11,11064,2792,0.5,0.48,0.41,0.4,0.3,0.3
10,4,6968,2792,18,15,5160,1992,8,2,4584,696,4,0,408,488,0.45,0.38,0.36,0.35,0.26,0.25
19,17,696,14112,8,2,5160,2088,18,14,14112,5736,11,6,4968,5160,0.5,0.48,0.47,0.47,0.32,0.32
20,17,19080,7992,15,9,256,4584,11,6,1928,504,8,4,120,1000,0.52,0.39,0.33,0.32,0.26,0.26
2,0,840,648,6,1,3880,600,18,15,10296,10680,20,18,16416,7224,0.53,0.49,0.4,0.39,0.3,0.3
15,9,3112,2024,11,6,2472,936,22,19,14688,6456,10,4,456,1192,0.44,0.35,0.34,0.34,0.25,0.24
10,4,616,1608,26,20,10296,776,3,0,808,936,13,7,3880,5352,0.45,0.41,0.38,0.36,0.27,0.27
5,0,3880,1192,8,2,4968,1928,3,0,1992,744,4,0,328,600,0.44,0.44,0.42,0.37,0.28,0.28
7,2,4584,1192,20,18,10680,6456,8,4,2792,3496,25,20,8504,9528,0.46,0.46,0.46,0.43,0.3,0.3
11,6,7480,1128,8,4,5544,3112,15,11,8248,5544,6,1,5160,88,0.47,0.46,0.39,0.35,0.28,0.28
18,15,6456,4264,5,0,1320,808,4,0,408,1288,8,4,6456,840,0.42,0.4,0.39,0.39,0.27,0.27
15,9,9912,5736,10,4,2344,328,6,1,392,208,18,14,7480,6456,0.46,0.46,0.32,0.3,0.26,0.26
15,12,9528,4584,24,20,15264,8248,18,14,8504,9912,11,6,3752,3880,0.5,0.49,0.46,0.43,0.31,0.31
5,0,3112,392,10,4,4392,2728,18,14,14688,10680,18,14,7224,6200,0.55,0.44,0.42,0.39,0.3,0.3
18,14,5992,3880,3,0,1032,504,20,17,14112,2152,26,20,2984,376,0.4,0.39,0.38,0.33,0.25,0.25
7,2,104,648,20,18,18336,12960,7,2,3496,1000,10,4,4776,3240,0.6,0.47,0.4,0.36,0.31,0.3
18,14,16416,5992,20,18,2792,2600,26,20,25456,15264,20,17,3624,280,0.6,0.48,0.35,0.32,0.29,0.29
13,8,1352,4584,24,20,3752,376,4,0,2280,328,20,17,9144,5160,0.42,0.4,0.36,0.32,0.25,0.25
22,19,15840,11064,4,0,2984,600,6,1,3752,1160,7,2,4008,1800,0.53,0.44,0.42,0.41,0.3,0.3
22,19,14688,6200,2,0,936,968,13,7,8248,2536,26,20,7992,776,0.44,0.42,0.41,0.36,0.27,0.27
18,15,15264,14112,26,20,6712,11448,15,11,12576,3880,4,0,1928,1032,0.6,0.48,0.46,0.43,0.33,0.33
8,4,3240,2472,15,10,9912,3496,8,2,6968,616,20,18,7480,9912,0.5,0.43,0.41,0.4,0.29,0.29
7,2,3496,32,2,0,1288,32,4,0,3496,1288,3,0,1864,568,0.46,0.41,0.31,0.31,0.25,0.25
10,4,6968,2216,18,15,15264,10296,11,6,4008,4776,15,11,9144,504,0.55,0.46,0.45,0.38,0.31,0.3
15,12,12216,9912,2,0,1000,712,5,0,1736,1352,2,0,1672,424,0.57,0.45,0.4,0.39,0.3,0.3
15,11,1736,3368,15,11,1416,2792,4,0,2728,872,3,0,2216,1032,0.43,0.42,0.36,0.35,0.26,0.26
13,7,904,968,26,20,30576,12576,19,17,16416,12576,22,19,12216,14688,0.58,0.57,0.56,0.33,0.33,0.35
4,0,1928,152,22,19,2344,7480,15,12,13536,4008,15,10,11064,1416,0.44,0.4,0.38,0.33,0.26,0.26
13,7,7224,3752,20,17,7224,6712,19,17,4776,6968,13,7,9528,1224,0.44,0.43,0.43,0.39,0.28,0.28
22,19,20616,17568,15,9,11448,6712,15,11,12960,2984,5,0,3112,1192,0.65,0.49,0.46,0.43,0.34,0.33
15,11,6200,1928,8,2,120,1480,18,14,12216,2024,6,1,256,1608,0.41,0.41,0.39,0.38,0.26,0.26
15,9,12960,4008,18,15,9912,8248,13,8,10296,6968,13,7,9528,2088,0.51,0.49,0.45,0.4,0.31,0.31
13,7,4392,2088,18,15,6456,12216,5,0,1320,328,8,2,5992,2152,0.53,0.47,0.38,0.35,0.29,0.28
15,9,3496,4136,22,19,21384,336,6,1,1864,936,11,6,2792,808,0.4,0.4,0.38,0.35,0.25,0.25
4,0,1480,776,20,18,1544,14112,4,0,776,504,10,4,136,1544,0.52,0.4,0.37,0.36,0.28,0.27
5,0,328,456,8,4,1928,552,24,20,15264,7480,15,10,1128,3752,0.45,0.37,0.36,0.33,0.25,0.25
2,0,472,376,4,0,2408,88,15,12,552,376,8,2,3368,296,0.34,0.32,0.31,0.3,0.21,0.21
3,0,2792,288,24,20,14112,376,10,4,4136,408,24,20,16992,2792,0.4,0.37,0.36,0.34,0.25,0.24
18,15,12576,14112,15,10,4968,5736,3,0,1672,1256,7,2,5352,696,0.58,0.46,0.46,0.41,0.32,0.32
7,2,3752,2152,4,0,1864,456,15,11,12576,7992,8,2,1928,424,0.55,0.45,0.38,0.34,0.29,0.29
2,0,1320,840,15,12,8760,9144,13,7,6968,4264,15,12,11448,2984,0.55,0.44,0.44,0.44,0.31,0.31
10,4,1096,2856,24,20,21384,16416,7,2,1096,568,13,8,9144,256,0.61,0.42,0.36,0.34,0.29,0.28
15,10,9912,5352,10,4,4968,2216,8,4,5736,328,18,14,3240,4136,0.47,0.44,0.37,0.37,0.28,0.28
6,1,2728,1608,13,8,2728,1096,2,0,1256,376,15,10,13536,2536,0.43,0.41,0.37,0.32,0.26,0.26
22,19,22920,10296,5,0,2472,152,18,14,3624,10296,4,0,840,936,0.54,0.48,0.41,0.34,0.3,0.3
13,7,8248,712,15,10,10680,5160,3,0,104,1064,15,12,12576,2024,0.45,0.42,0.41,0.38,0.28,0.28
3,0,904,1032,24,20,25456,15264,13,8,1608,6200,3,0,1736,1352,0.61,0.44,0.43,0.42,0.32,0.31
2,0,2088,504,22,19,12216,15840,2,0,2088,1032,13,8,7992,2344,0.59,0.44,0.4,0.4,0.31,0.3
15,11,5160,5544,15,12,1992,8504,4,0,2344,1032,22,19,21384,14688,0.62,0.5,0.46,0.46,0.34,0.34
13,7,11064,3368,6,1,936,56,18,14,328,5992,13,8,2728,4776,0.45,0.42,0.39,0.28,0.25,0.26
13,7,4136,3752,11,6,1032,2984,2,0,1480,776,20,17,2792,2152,0.43,0.41,0.38,0.35,0.26,0.26
8,2,4392,2216,20,18,9528,7480,22,19,19080,7992,11,6,6712,176,0.51,0.47,0.46,0.35,0.29,0.3
5,0,2856,288,18,15,1608,12216,13,8,10296,808,13,8,8760,3624,0.51,0.44,0.39,0.37,0.28,0.28
7,2,712,1544,7,2,5352,744,15,11,8504,6712,5,0,2280,152,0.5,0.41,0.4,0.33,0.27,0.27
10,4,4392,696,15,10,4584,1736,8,4,5992,3112,25,20,16416,10296,0.5,0.46,0.37,0.36,0.28,0.28
15,12,7736,6712,8,2,680,1672,20,18,19080,3240,20,18,19080,9912,0.55,0.49,0.45,0.41,0.32,0.32
13,8,6456,5544,20,17,9528,1544,15,10,552,1256,15,12,1992,7736,0.49,0.46,0.4,0.33,0.28,0.28
6,1,1672,1544,15,12,1128,2216,8,2,3880,376,6,1,1128,1384,0.42,0.4,0.35,0.35,0.25,0.25
13,7,8760,5160,3,0,1736,1032,18,15,632,2856,15,12,3496,5992,0.48,0.44,0.43,0.34,0.28,0.28
3,0,2152,1288,8,2,5544,2216,19,17,5352,6456,13,7,6712,224,0.45,0.45,0.42,0.34,0.27,0.28
18,14,632,9912,24,20,22920,5992,6,1,3112,1672,11,6,144,256,0.48,0.47,0.45,0.28,0.27,0.28
18,15,7992,9912,13,7,8248,2088,8,2,2088,616,13,7,2728,968,0.51,0.4,0.36,0.34,0.27,0.27
13,8,3880,1096,15,10,256,2216,13,7,7480,2792,18,15,14688,6968,0.5,0.42,0.34,0.34,0.27,0.26
15,12,7736,376,26,20,16416,7480,15,12,3112,776,15,12,1128,7224,0.47,0.45,0.35,0.32,0.27,0.27
13,7,2984,2984,2,0,1800,936,18,14,5160,744,20,18,13536,13536,0.57,0.44,0.39,0.35,0.29,0.29
18,15,12576,10296,13,8,3240,6456,15,11,5736,4392,20,17,13536,8248,0.56,0.51,0.46,0.43,0.33,0.33
20,18,11064,9912,5,0,4392,1096,19,17,1800,14688,13,8,9912,1096,0.52,0.51,0.46,0.39,0.31,0.31
13,8,9912,5544,8,4,536,3112,8,4,4776,2984,7,2,6200,744,0.48,0.45,0.43,0.41,0.3,0.3
4,0,208,776,13,7,9528,1096,7,2,4264,2216,25,20,18336,19080,0.62,0.45,0.38,0.38,0.31,0.3
15,10,2856,2024,2,0,1672,808,26,20,11064,11832,7,2,5544,744,0.52,0.41,0.41,0.35,0.28,0.28
18,15,12216,9528,19,17,2152,904,15,10,8248,4136,15,12,3752,5544,0.53,0.44,0.43,0.32,0.29,0.29
8,4,1672,2472,18,14,5160,2536,4,0,1928,904,18,15,6456,11064,0.52,0.42,0.4,0.38,0.29,0.29
26,20,16992,14112,10,4,6968,1000,13,8,8248,6712,20,17,19080,15264,0.65,0.57,0.5,0.41,0.35,0.35
5,0,2728,1064,22,19,12576,13536,24,20,25456,6200,22,19,16416,14688,0.58,0.56,0.49,0.44,0.34,0.35
5,0,3880,88,15,11,3112,6712,18,14,10680,7992,10,4,5160,2728,0.48,0.47,0.44,0.35,0.29,0.29
26,20,584,4008,6,1,4968,520,26,20,4264,7480,18,14,968,4392,0.42,0.39,0.36,0.35,0.25,0.25
3,0,1864,776,26,20,3624,14112,13,8,8760,392,19,17,7480,12960,0.53,0.51,0.43,0.36,0.3,0.31
15,12,5160,4264,8,4,2536,1064,13,7,7224,1320,15,9,3496,136,0.41,0.37,0.36,0.32,0.24,0.24
15,10,6456,7480,15,9,14112,456,8,2,392,424,15,11,11832,4584,0.5,0.47,0.39,0.33,0.28,0.28
8,2,1800,1736,4,0,2408,1096,6,1,3112,1800,18,15,7736,10296,0.52,0.45,0.44,0.42,0.31,0.3
3,0,2472,936,6,1,2408,1128,5,0,3112,1192,26,20,12960,5992,0.45,0.43,0.43,0.41,0.29,0.29
15,9,5544,1736,13,7,1352,328,13,8,1800,3496,8,2,680,424,0.37,0.35,0.32,0.3,0.22,0.22
24,20,4264,11064,11,6,680,4584,8,4,4584,3112,2,0,1800,256,0.46,0.45,0.43,0.36,0.28,0.28
6,1,2280,1736,5,0,1128,424,2,0,328,224,26,20,2984,10680,0.43,0.42,0.35,0.3,0.25,0.25
15,11,2856,6968,7,2,4584,1928,25,20,19080,17568,18,14,5544,10680,0.62,0.53,0.48,0.46,0.35,0.35
5,0,328,568,22,19,19848,18336,15,12,10680,7736,13,7,1608,4008,0.63,0.54,0.4,0.38,0.33,0.32
20,17,13536,9912,18,15,6712,7480,8,4,4584,1416,11,6,5544,3752,0.53,0.45,0.44,0.41,0.31,0.3
8,2,2088,2088,18,14,14688,9528,3,0,104,840,6,1,5160,600,0.55,0.44,0.41,0.38,0.3,0.29
20,18,12576,16416,8,4,680,2664,15,11,840,5160,4,0,408,120,0.61,0.4,0.4,0.29,0.28,0.29
18,14,7992,5352,8,2,5160,2152,18,14,5160,6712,11,6,328,4968,0.47,0.43,0.43,0.42,0.29,0.29
7,2,1928,568,4,0,2856,936,15,12,7736,5736,22,19,5992,3240,0.45,0.43,0.37,0.35,0.27,0.27
24,20,25456,13536,3,0,2664,1224,15,10,8760,2536,20,17,376,3112,0.58,0.46,0.4,0.34,0.3,0.29
18,15,5992,12960,10,4,4776,2984,2,0,472,1384,3,0,1224,1000,0.55,0.45,0.43,0.42,0.31,0.3
7,2,2792,1384,5,0,1544,504,15,11,7736,2280,8,4,1544,1544,0.41,0.38,0.38,0.38,0.26,0.26
8,2,2664,1160,18,15,8760,12216,20,17,5160,9144,2,0,744,872,0.56,0.46,0.41,0.4,0.31,0.3
20,18,16416,12216,13,8,5992,6712,20,17,16992,600,4,0,3496,840,0.58,0.48,0.44,0.41,0.32,0.31
13,7,9528,328,5,0,1384,712,15,10,840,7736,13,8,1128,2216,0.46,0.39,0.36,0.34,0.26,0.26
2,0,936,1224,15,9,2280,5160,15,9,9528,2856,15,12,7224,8760,0.52,0.45,0.41,0.4,0.3,0.29
20,17,14112,6456,20,18,3112,5160,5,0,328,392,10,4,2664,2216,0.46,0.4,0.38,0.34,0.26,0.26
20,18,5992,15840,15,11,9528,2984,25,20,6200,776,20,17,4392,2728,0.56,0.42,0.36,0.34,0.28,0.28
18,14,12216,224,5,0,1544,344,24,20,22152,15840,15,9,11064,2344,0.6,0.4,0.37,0.35,0.29,0.28
6,1,808,1480,11,6,872,3112,15,11,5160,2472,8,4,680,776,0.4,0.39,0.37,0.33,0.25,0.25
18,14,11448,744,19,17,10296,15264,22,19,13536,8760,11,6,2792,4392,0.56,0.49,0.45,0.39,0.32,0.31
7,2,4264,1608,7,2,3496,208,6,1,5160,1192,22,19,3240,6456,0.43,0.43,0.4,0.33,0.27,0.26
3,0,1032,504,7,2,1224,32,10,4,1096,2984,13,7,5352,472,0.41,0.38,0.34,0.27,0.23,0.24
2,0,472,1032,18,15,10296,12216,20,17,11064,12216,15,12,9912,2984,0.57,0.56,0.43,0.42,0.33,0.33
15,9,11832,5160,18,15,328,1736,15,9,2600,5992,11,6,504,2984,0.47,0.44,0.38,0.32,0.27,0.27
8,4,2216,120,18,14,2600,11448,15,11,10296,6456,6,1,2280,520,0.51,0.51,0.37,0.31,0.28,0.28
7,2,3496,520,3,0,392,1096,15,10,12216,4136,18,14,8760,2856,0.44,0.41,0.41,0.37,0.27,0.27
13,7,9144,4008,8,2,3880,296,7,2,2664,776,18,15,4264,7480,0.44,0.44,0.38,0.34,0.27,0.27
2,0,1416,1256,15,12,9912,7736,7,2,1320,1672,5,0,424,1000,0.51,0.45,0.41,0.41,0.3,0.29
