mcs_dl_1,mcs_ul_1,dl_kbps_1,ul_kbps_1,cpu_1
19,17,16416,7992,0.6
20,17,19848,7736,0.7
11,6,5992,808,0.59
4,0,2856,424,0.62
25,20,28336,6712,0.61
8,2,6200,1256,0.6
18,15,12216,11832,0.68
18,14,2600,3880,0.53
24,20,5352,13536,0.6
15,12,13536,7736,0.65
20,17,17568,2152,0.54
18,15,11448,5736,0.76
7,2,4264,1064,0.63
2,0,744,568,0.6
20,18,19080,2984,0.76
15,9,7480,6968,0.58
8,2,6968,1320,0.57
4,0,1608,648,0.66
20,17,11832,11448,0.66
15,9,1736,4136,0.64
20,17,14112,10296,0.66
3,0,1800,600,0.59
25,20,24496,8248,0.61
3,0,1416,1384,0.53
18,15,11448,4968,0.66
4,0,1992,744,0.73
8,4,3624,776,0.58
25,20,6200,13536,0.67
20,18,5160,14112,0.65
13,8,6712,808,0.63
13,7,11064,2536,0.62
4,0,3624,1192,0.67
5,0,3752,488,0.56
22,19,8248,4776,0.62
25,20,25456,2344,0.59
18,15,11064,2856,0.53
15,11,9528,4776,0.54
18,15,10296,7736,0.58
15,12,1128,9528,0.69
26,20,19848,12576,0.65
8,4,120,3368,0.61
25,20,25456,19848,0.78
22,19,13536,10296,0.71
15,9,7480,6968,0.58
20,18,13536,12216,0.68
13,8,680,392,0.56
20,18,8760,6200,0.66
24,20,24496,11448,0.75
26,20,8504,19848,0.71
7,2,3240,424,0.59
15,9,5992,6712,0.55
3,0,1320,176,0.6
13,7,4968,5736,0.57
15,10,11448,3368,0.77
13,7,1128,1480,0.67
8,2,3240,1416,0.62
13,8,680,1384,0.63
11,6,5736,4968,0.72
19,17,4392,8248,0.64
15,11,9912,1736,0.73
22,19,15840,2856,0.63
18,15,12216,9912,0.68
13,8,6712,2536,0.56
11,6,8248,2600,0.62
8,2,5544,208,0.58
3,0,392,744,0.66
15,11,12216,3368,0.67
19,17,4392,4584,0.7
25,20,22920,2792,0.58
3,0,1224,288,0.57
2,0,472,680,0.58
3,0,1416,1256,0.65
15,11,2280,3368,0.59
15,9,4968,7480,0.56
15,10,11832,3752,0.61
10,4,2856,1608,0.49
11,6,5160,1480,0.51
2,0,1064,1224,0.58
8,2,808,1800,0.55
20,18,18336,9912,0.65
13,8,6200,2792,0.55
15,11,6968,3112,0.62
15,12,3752,2216,0.51
13,8,1352,6712,0.68
8,2,5160,296,0.64
26,20,8504,7224,0.62
15,11,1736,7224,0.76
19,17,11448,1800,0.65
25,20,1736,15840,0.62
20,17,4776,1224,0.64
24,20,23688,16416,0.76
15,11,2856,6200,0.59
15,12,5736,5992,0.61
11,6,872,1672,0.61
4,0,488,872,0.7
4,0,1800,328,0.64
13,8,4136,1096,0.62
19,17,5352,11064,0.62
24,20,18336,1544,0.65
13,8,680,536,0.66
20,18,14112,7736,0.59
26,20,16416,18336,0.76
10,4,6200,1928,0.66
26,20,30576,776,0.52
25,20,5160,1160,0.66
11,6,2472,1544,0.68
7,2,5544,1320,0.55
8,2,4776,1992,0.55
4,0,3496,224,0.59
15,11,2856,7736,0.58
4,0,2600,152,0.61
6,1,2088,680,0.62
15,11,10296,504,0.63
20,18,11832,5544,0.75
20,17,19848,280,0.64
5,0,144,712,0.66
19,17,1416,1544,0.64
19,17,8760,6712,0.68
18,15,5992,10296,0.61
7,2,4392,872,0.59
22,19,10680,15264,0.68
15,9,4968,1416,0.63
19,17,2856,1800,0.6
7,2,4776,1320,0.65
22,19,20616,18336,0.76
15,10,12960,6712,0.63
18,15,7992,7992,0.58
15,10,7224,4008,0.61
15,9,1736,6200,0.59
8,2,1928,1096,0.7
15,12,13536,9528,0.67
7,2,5160,968,0.71
10,4,776,1608,0.5
2,0,72,1032,0.54
20,17,4392,14688,0.68
18,15,4264,12960,0.72
13,7,7480,5352,0.57
15,12,1128,7480,0.58
25,20,10296,1544,0.7
11,6,7480,5160,0.69
24,20,8504,12216,0.6
5,0,3496,600,0.57
13,8,9144,5160,0.73
10,4,4584,2856,0.58
25,20,15840,10296,0.66
8,2,6200,568,0.64
15,12,7992,6200,0.65
15,12,2856,5544,0.54
11,6,1384,1032,0.73
20,17,17568,10296,0.7
18,14,4968,10680,0.64
10,4,1544,2408,0.56
24,20,21384,2792,0.57
8,2,4776,1864,0.65
15,10,1736,5352,0.51
11,6,3496,936,0.76
15,10,14112,3496,0.53
15,9,4008,3624,0.62
8,4,2984,552,0.55
18,14,5160,8504,0.56
19,17,3624,11832,0.63
4,0,1128,392,0.55
20,17,12216,11064,0.81
3,0,104,256,0.57
26,20,1800,4392,0.63
15,12,12216,8248,0.65
26,20,19848,14112,0.72
25,20,11448,4776,0.61
20,18,15264,13536,0.71
8,2,6200,1320,0.7
11,6,6456,392,0.56
15,9,11064,2984,0.72
13,8,9528,968,0.57
7,2,2344,744,0.75
8,2,680,2088,0.66
20,18,5992,5992,0.55
15,11,3496,2280,0.61
20,18,776,2600,0.51
15,11,8248,8760,0.64
11,6,8760,1128,0.55
5,0,328,504,0.63
26,20,22920,16992,0.74
3,0,568,776,0.68
11,6,1736,5160,0.69
26,20,17568,16416,0.72
19,17,6200,2472,0.52
5,0,2344,1192,0.68
15,10,11064,6200,0.63
25,20,6200,1992,0.57
20,18,18336,6712,0.61
26,20,4968,5992,0.61
2,0,296,744,0.59
24,20,23688,4008,0.62
7,2,224,776,0.55
24,20,9528,12216,0.61
15,12,12216,3496,0.67
13,8,208,4968,0.56
10,4,3752,2856,0.53
8,4,4392,632,0.71
18,14,12576,2856,0.54
19,17,10296,280,0.64
10,4,2024,904,0.54
22,19,14688,9912,0.69
2,0,1064,648,0.59
8,2,6968,256,0.63
24,20,21384,5992,0.66
15,9,4968,1544,0.73
8,4,536,2856,0.55
22,19,17568,7224,0.66
26,20,10296,8248,0.65
13,8,3240,6456,0.65
13,8,8760,4584,0.56
11,6,8504,3496,0.64
13,7,9912,4968,0.59
2,0,1800,456,0.74
15,10,2280,1096,0.53
19,17,17568,904,0.65
18,14,15264,8504,0.62
7,2,5352,2216,0.69
20,17,12216,7736,0.59
13,7,1352,3624,0.69
3,0,616,1256,0.69
18,15,6200,11064,0.8
2,0,1096,1384,0.72
18,15,9912,5992,0.57
20,18,17568,632,0.56
2,0,744,968,0.7
15,11,9528,5736,0.62
18,15,632,5544,0.57
18,14,7224,1256,0.52
15,9,840,2984,0.57
26,20,16416,5992,0.56
8,2,5544,776,0.55
13,7,4584,4584,0.54
4,0,2600,1128,0.71
3,0,1736,840,0.57
15,11,12216,2664,0.74
7,2,2792,568,0.67
20,18,9912,1608,0.54
6,1,600,1736,0.72
25,20,22152,4392,0.59
15,12,7992,4584,0.62
24,20,7480,9144,0.53
10,4,6200,1128,0.62
19,17,15264,15264,0.72
13,7,9912,5352,0.57
18,15,10680,12960,0.71
18,15,8504,11064,0.7
19,17,7480,12576,0.69
11,6,6968,4584,0.71
5,0,2088,680,0.55
25,20,22920,1992,0.68
15,9,5544,3112,0.54
11,6,680,3240,0.57
25,20,5736,11832,0.63
20,18,5544,9912,0.63
5,0,3496,32,0.54
4,0,696,1064,0.66
3,0,104,872,0.52
26,20,29296,10296,0.7
15,11,4264,3752,0.57
24,20,5992,1544,0.7
18,14,7224,488,0.59
6,1,1736,808,0.56
13,7,8760,2088,0.68
8,2,1800,296,0.55
24,20,27376,11832,0.71
20,18,15840,1928,0.67
26,20,13536,1160,0.53
3,0,1160,808,0.58
15,9,12576,6712,0.6
24,20,1064,12576,0.67
18,15,1288,3752,0.63
15,9,9912,5352,0.69
26,20,30576,776,0.62
4,0,408,1352,0.65
15,11,7224,872,0.62
18,15,4968,5160,0.64
20,17,17568,5544,0.67
22,19,14688,14112,0.69
13,7,6968,1672,0.55
4,0,2984,616,0.59
2,0,968,840,0.64
7,2,4264,744,0.53
5,0,3752,208,0.66
25,20,18336,9144,0.6
4,0,2600,256,0.74
13,8,6712,5736,0.67
8,2,1256,936,0.78
4,0,2664,1256,0.59
15,9,14112,3368,0.56
15,9,552,1416,0.62
8,4,680,3496,0.59
11,6,6968,2984,0.7
8,2,5992,1288,0.63
22,19,16416,5352,0.59
7,2,2472,1480,0.76
22,19,16992,11064,0.66
6,1,1864,1192,0.55
13,8,4136,808,0.79
18,14,14112,6456,0.75
7,2,5544,72,0.52
15,12,4584,4392,0.65
18,14,4968,6968,0.73
18,15,15264,4968,0.63
4,0,488,344,0.47
13,7,2472,3240,0.55
15,10,10680,3368,0.54
2,0,1608,1064,0.75
15,10,4264,6456,0.58
19,17,696,3624,0.6
8,2,3880,1480,0.54
24,20,2664,16992,0.64
8,2,6456,1992,0.57
13,7,4392,1320,0.55
4,0,2216,680,0.59
7,2,328,1320,0.63
13,8,4136,3112,0.58
3,0,2856,16,0.55
8,4,1256,776,0.58
25,20,19080,19080,0.74
20,18,10296,7736,0.63
15,10,6456,4584,0.55
5,0,2856,536,0.67
15,11,13536,1544,0.67
26,20,22920,8248,0.7
15,9,4968,5352,0.6
13,7,5736,2536,0.5
18,14,1288,4968,0.65
15,11,1416,3752,0.57
25,20,16992,18336,0.77
20,17,11832,1544,0.68
20,18,1160,4264,0.6
18,14,8504,3112,0.57
19,17,13536,5544,0.74
22,19,21384,10680,0.64
18,15,3624,5992,0.58
20,17,4392,10680,0.64
20,18,12576,2600,0.67
5,0,1384,808,0.55
26,20,11448,376,0.56
15,11,11448,2280,0.49
7,2,3368,1992,0.73
3,0,2536,16,0.57
26,20,4968,15840,0.65
13,7,5736,3624,0.57
26,20,25456,1160,0.61
2,0,936,776,0.52
26,20,11448,18336,0.75
10,4,6200,2856,0.61
26,20,21384,8760,0.61
8,2,1096,1864,0.6
22,19,9912,18336,0.72
18,14,968,8248,0.68
13,8,6200,4584,0.57
15,10,7736,2984,0.61
5,0,2856,344,0.53
8,4,6456,56,0.66
15,9,5544,4968,0.55
8,2,392,1864,0.64
18,15,8760,12216,0.65
8,4,392,552,0.52
8,2,2792,1256,0.61
10,4,936,1288,0.67
8,4,6712,904,0.63
2,0,328,176,0.53
8,2,5736,1544,0.59
15,11,5544,7736,0.63
19,17,7992,9144,0.74
19,17,11832,7992,0.56
26,20,30576,11832,0.69
11,6,2088,4008,0.55
13,7,9144,2984,0.74
2,0,1416,568,0.58
8,2,3112,1928,0.73
10,4,7480,120,0.52
13,8,3624,1384,0.57
7,2,4968,1992,0.58
19,17,5352,4968,0.72
20,18,776,3880,0.48
15,12,12216,4008,0.64
7,2,5352,328,0.7
4,0,2984,616,0.53
7,2,4776,1000,0.6
18,14,5544,2024,0.54
20,18,7224,9528,0.64
26,20,3624,11832,0.67
6,1,5160,1384,0.58
15,9,8760,4008,0.53
11,6,3752,504,0.55
5,0,3496,488,0.71
18,14,10296,6200,0.54
11,6,2984,3752,0.72
22,19,19848,2152,0.61
3,0,2280,616,0.54
13,8,11448,2792,0.52
13,8,9144,392,0.62
24,20,3240,4392,0.75
4,0,2792,424,0.55
2,0,1160,712,0.55
18,15,6200,7224,0.64
15,10,3496,3496,0.5
20,18,12960,12576,0.68
13,8,2984,6200,0.68
15,11,5160,3752,0.7
3,0,2024,1224,0.59
20,18,7480,16416,0.69
15,9,5992,6968,0.59
19,17,8248,280,0.55
7,2,5352,1384,0.54
22,19,20616,9912,0.64
5,0,4008,88,0.59
11,6,5352,4968,0.75
4,0,904,1160,0.66
26,20,17568,7992,0.57
13,8,2472,1928,0.72
7,2,1800,1544,0.64
20,17,7224,2152,0.61
10,4,296,1736,0.57
4,0,2792,648,0.54
8,2,5160,1672,0.72
13,7,9144,5992,0.59
22,19,12216,3624,0.58
20,18,9912,6200,0.68
8,2,4584,208,0.56
15,10,2280,3112,0.57
19,17,13536,11064,0.66
7,2,1320,2024,0.68
5,0,4392,1256,0.6
8,4,1096,3240,0.56
25,20,10296,16416,0.68
11,6,1032,1352,0.71
19,17,4008,14112,0.62
19,17,5352,280,0.57
15,9,9528,6968,0.58
6,1,1864,176,0.74
4,0,1544,328,0.59
6,1,3752,1416,0.68
26,20,28336,17568,0.78
8,4,5352,2984,0.55
13,7,6200,5544,0.56
11,6,6968,1224,0.62
3,0,176,152,0.64
3,0,2856,176,0.53
8,4,4392,256,0.51
4,0,1800,1384,0.61
6,1,4264,328,0.56
15,12,9912,3240,0.68
11,6,7480,1864,0.64
10,4,2344,1128,0.54
7,2,2664,616,0.69
6,1,176,1416,0.65
13,7,3240,4136,0.53
15,12,9912,7736,0.64
5,0,328,968,0.73
2,0,1096,56,0.53
19,17,15840,10680,0.65
5,0,328,152,0.51
11,6,1032,712,0.59
26,20,9912,10296,0.58
26,20,5544,15840,0.66
10,4,3624,2664,0.64
15,12,13536,7736,0.64
15,10,2856,4008,0.7
13,7,4584,3240,0.59
15,9,7736,3112,0.54
24,20,14112,6712,0.67
3,0,2280,1096,0.54
18,15,9912,8504,0.65
10,4,4264,256,0.71
18,15,12960,3752,0.64
13,7,10296,1800,0.75
7,2,5160,776,0.52
15,12,11064,4392,0.6
6,1,808,144,0.69
24,20,18336,1992,0.64
5,0,328,1288,0.57
4,0,1192,344,0.56
22,19,2344,2152,0.72
4,0,3112,808,0.58
2,0,176,1128,0.56
24,20,22920,8248,0.59
3,0,208,376,0.61
4,0,3496,176,0.7
22,19,7992,13536,0.72
13,8,5992,2344,0.59
13,7,6712,6200,0.65
13,7,8504,5736,0.62
5,0,3112,208,0.52
15,12,9144,7992,0.63
22,19,16992,7224,0.66
26,20,25456,17568,0.77
7,2,3880,208,0.73
15,10,10296,7480,0.63
7,2,3368,840,0.54
18,15,10296,7992,0.65
6,1,1736,1544,0.68
15,11,9912,3496,0.56
5,0,3240,600,0.58
15,11,12960,3368,0.66
20,17,13536,9144,0.63
26,20,21384,3624,0.57
26,20,24496,11448,0.69
8,4,1256,208,0.53
25,20,11448,16416,0.7
10,4,7992,56,0.56
4,0,256,1160,0.67
13,8,2024,2216,0.59
13,7,1352,1480,0.56
4,0,840,1064,0.49
18,15,12216,12960,0.76
15,10,13536,5160,0.6
22,19,904,7992,0.68
24,20,12960,3112,0.73
22,19,8760,8248,0.64
5,0,2472,32,0.54
20,18,17568,5160,0.73
13,8,4584,4584,0.77
11,6,680,4776,0.59
5,0,2472,1384,0.73
8,4,2984,2408,0.56
18,15,5160,9912,0.62
15,9,11448,3624,0.56
10,4,4008,1800,0.57
18,15,7480,2600,0.66
26,20,584,7992,0.67
13,7,3880,712,0.71
15,12,1416,9528,0.59
13,8,4584,5992,0.56
4,0,3624,208,0.64
8,4,2344,1992,0.6
15,10,12960,5544,0.62
18,14,12960,12216,0.68
7,2,3112,1928,0.79
15,12,1128,6200,0.66
18,14,968,12576,0.61
11,6,6712,3880,0.55
8,2,5160,616,0.65
4,0,120,872,0.57
11,6,1544,2472,0.55
3,0,1320,1224,0.71
4,0,3496,16,0.58
15,9,7224,1736,0.61
15,11,11064,1736,0.56
11,6,5736,4392,0.56
7,2,4008,2088,0.58
15,12,3496,5736,0.61
15,11,1416,6712,0.68
20,17,7224,4264,0.66
7,2,5992,1288,0.54
20,17,15840,904,0.54
6,1,3496,1800,0.55
22,19,16992,7480,0.58
8,2,6456,616,0.72
24,20,12576,16992,0.71
19,17,4392,13536,0.68
15,10,4584,7736,0.59
19,17,8248,11832,0.64
22,19,3240,18336,0.66
8,2,6200,2216,0.73
3,0,2728,872,0.7
6,1,2984,1480,0.52
13,7,5352,4584,0.59
2,0,1384,256,0.68
2,0,968,648,0.56
20,17,12576,600,0.66
15,11,552,7992,0.58
10,4,4392,3368,0.69
20,18,12960,13536,0.71
11,6,2280,3368,0.63
5,0,1736,1352,0.69
6,1,4776,1544,0.7
18,15,14688,7480,0.61
4,0,408,424,0.65
15,11,2856,680,0.66
15,12,12960,6968,0.69
25,20,6968,4008,0.63
5,0,2280,776,0.59
15,12,11832,176,0.55
4,0,1480,936,0.58
18,15,7736,9144,0.61
15,9,5992,7224,0.57
10,4,5352,2280,0.57
20,17,376,4584,0.65
20,17,13536,12216,0.7
22,19,9912,17568,0.71
22,19,22920,14688,0.74
10,4,3624,2664,0.57
15,11,4968,3880,0.53
20,17,8760,9528,0.59
22,19,4136,14688,0.67
15,12,5992,1608,0.51
8,4,1544,2152,0.63
18,15,1608,840,0.59
6,1,4584,1608,0.6
5,0,1928,120,0.53
25,20,15840,16416,0.74
8,2,5992,1800,0.54
25,20,22920,3112,0.74
10,4,6712,1800,0.51
5,0,1480,776,0.61
10,4,7224,2984,0.73
20,18,12216,7480,0.78
13,8,9912,2664,0.72
13,7,3624,2792,0.57
25,20,21384,1544,0.55
22,19,22152,12960,0.7
15,11,6456,3112,0.59
11,6,2664,1992,0.52
15,12,4264,5352,0.66
15,11,8248,7224,0.67
7,2,4776,1096,0.75
6,1,1128,1160,0.62
19,17,12960,9528,0.76
6,1,1352,1256,0.74
11,6,6200,2280,0.58
8,2,4968,1800,0.75
7,2,5352,1672,0.68
25,20,1736,5544,0.57
15,9,13536,5352,0.56
3,0,808,568,0.71
24,20,3752,11448,0.56
11,6,7480,3496,0.58
25,20,4008,9528,0.56
5,0,3368,456,0.59
11,6,6712,1992,0.57
2,0,256,256,0.74
7,2,2216,176,0.7
13,7,8248,4968,0.65
20,17,10296,4968,0.56
10,4,5160,1000,0.66
20,18,7992,15264,0.69
25,20,25456,11448,0.66
24,20,3240,18336,0.65
4,0,3112,1032,0.66
13,7,8760,3368,0.61
20,17,17568,5736,0.76
10,4,456,1736,0.64
4,0,840,536,0.64
10,4,456,1992,0.58
3,0,1416,224,0.49
2,0,616,616,0.61
15,11,12960,7480,0.64
3,0,2280,424,0.59
20,17,6200,2152,0.6
19,17,4392,11064,0.68
4,0,328,392,0.54
3,0,2088,840,0.57
20,18,3624,7224,0.55
20,18,5992,7224,0.53
8,4,5544,2152,0.64
6,1,3240,1352,0.65
22,19,4584,10296,0.61
26,20,14688,7992,0.63
18,15,968,5992,0.64
6,1,4392,936,0.59
24,20,2664,1544,0.75
25,20,22920,4392,0.64
20,18,6712,2280,0.58
26,20,1800,15264,0.71
2,0,1384,968,0.7
15,10,7224,2984,0.63
22,19,5544,7992,0.69
6,1,176,1352,0.69
8,2,6200,144,0.67
25,20,12960,4008,0.69
18,15,14688,11832,0.7
15,10,2280,936,0.58
18,15,6712,256,0.67
24,20,25456,4392,0.66
20,17,9912,12960,0.68
3,0,1736,88,0.68
13,7,10680,5544,0.61
10,4,5992,2152,0.69
10,4,936,1416,0.65
18,14,16416,1000,0.63
4,0,2664,1224,0.55
7,2,968,2024,0.61
5,0,1480,120,0.76
15,11,552,3496,0.63
5,0,3752,904,0.66
6,1,3368,1736,0.56
8,4,3240,2216,0.76
4,0,3112,88,0.72
8,4,5992,2152,0.62
25,20,7480,9144,0.68
3,0,2408,152,0.58
3,0,1864,1384,0.67
15,10,7480,5352,0.63
24,20,4264,9528,0.62
15,11,4584,5736,0.56
24,20,22920,376,0.68
15,10,5736,776,0.55
15,11,4264,2088,0.6
8,2,2664,1864,0.69
10,4,4968,56,0.51
26,20,4968,1544,0.72
22,19,7992,6200,0.65
2,0,1864,376,0.6
25,20,11448,11064,0.65
7,2,584,2152,0.56
25,20,8504,14112,0.65
15,10,9528,296,0.51
10,4,1736,1736,0.6
7,2,840,1064,0.79
18,14,7992,7992,0.58
18,14,11832,2536,0.58
8,2,3240,1992,0.76
3,0,256,1256,0.54
18,15,5544,10680,0.6
25,20,7992,19080,0.68
18,15,5992,2600,0.63
13,8,3368,536,0.65
15,11,12960,3368,0.56
20,17,4392,11832,0.71
15,11,2856,1544,0.66
11,6,5992,5160,0.6
11,6,6200,2216,0.62
15,9,12576,936,0.63
20,17,5544,8760,0.72
24,20,2152,11064,0.54
26,20,4968,13536,0.7
15,10,4264,5992,0.75
15,12,256,2024,0.71
15,10,7224,7224,0.66
18,14,9144,3880,0.64
22,19,11064,13536,0.66
7,2,4584,1544,0.59
18,14,14112,3624,0.59
15,12,8504,776,0.66
11,6,4008,600,0.48
24,20,7480,3624,0.75
18,14,328,10680,0.72
25,20,8504,776,0.67
13,7,8248,2984,0.61
8,2,5992,936,0.79
18,14,9528,1544,0.56
13,7,5992,4392,0.56
15,10,11064,4264,0.73
19,17,10296,3368,0.54
15,12,1416,584,0.48
8,2,4008,1096,0.7
24,20,1608,4776,0.54
19,17,2856,2152,0.69
6,1,4776,376,0.62
3,0,2024,744,0.57
13,7,8760,4584,0.71
7,2,3240,1864,0.61
20,18,14112,14688,0.71
11,6,1736,1992,0.54
8,4,3496,2216,0.57
3,0,872,256,0.6
5,0,3496,1000,0.6
10,4,1736,1992,0.52
8,2,680,840,0.73
15,11,13536,2280,0.8
7,2,4264,744,0.6
15,10,840,3112,0.6
13,7,5352,4968,0.68
7,2,1480,2216,0.6
4,0,1928,328,0.52
8,2,2664,1288,0.52
24,20,5352,376,0.7
15,11,11448,2664,0.57
18,14,12216,488,0.54
26,20,5992,14688,0.61
20,18,9912,2984,0.64
20,18,4776,14688,0.65
15,10,8760,2856,0.56
18,14,328,8760,0.55
11,6,6712,256,0.73
5,0,4136,88,0.55
15,12,13536,3880,0.59
24,20,20616,12960,0.69
18,15,4584,7480,0.53
3,0,1544,712,0.73
20,18,14112,2280,0.54
13,7,6712,4584,0.61
11,6,6712,1032,0.69
24,20,4264,4008,0.58
15,12,9144,4584,0.55
13,8,904,6200,0.59
8,2,2536,72,0.52
20,17,6200,280,0.51
13,7,4968,2472,0.71
15,12,4584,9528,0.61
8,4,1800,1480,0.6
4,0,1000,16,0.73
8,2,5736,208,0.56
20,17,11832,12960,0.7
7,2,1096,296,0.58
13,8,6968,4392,0.56
8,2,808,1672,0.57
22,19,11448,4008,0.57
15,11,2600,5544,0.64
20,18,7224,4968,0.65
20,18,16416,4968,0.68
5,0,72,1032,0.68
15,11,11064,7480,0.63
25,20,7992,8760,0.78
25,20,9144,19080,0.71
19,17,696,6200,0.7
11,6,8504,504,0.68
25,20,18336,14112,0.7
20,18,13536,9528,0.68
15,10,4968,6712,0.72
18,15,5992,1736,0.54
15,9,12216,6200,0.6
8,2,2536,1672,0.61
10,4,2856,208,0.62
15,12,5544,2792,0.57
2,0,144,1000,0.56
2,0,256,1032,0.68
26,20,13536,8248,0.57
20,17,19080,8504,0.64
4,0,1736,968,0.57
24,20,1608,3624,0.52
4,0,56,712,0.63
3,0,1608,680,0.55
24,20,22152,4008,0.56
18,14,15840,8504,0.61
25,20,19848,11448,0.63
11,6,6200,328,0.57
3,0,1928,376,0.6
15,12,7736,7992,0.65
15,9,5736,7992,0.7
8,2,120,744,0.58
15,11,1992,6200,0.61
7,2,5352,2024,0.71
2,0,520,568,0.55
8,2,3112,936,0.74
19,17,1416,3368,0.52
5,0,3624,616,0.6
3,0,1864,424,0.6
19,17,9912,11832,0.65
7,2,4136,568,0.78
24,20,14112,7224,0.55
8,4,5992,1000,0.48
26,20,5544,14112,0.73
8,2,4584,472,0.57
4,0,408,224,0.65
19,17,2856,15264,0.71
13,8,4392,5544,0.54
2,0,144,344,0.65
2,0,616,1032,0.65
24,20,5992,16416,0.66
11,6,2984,1352,0.61
5,0,4392,1224,0.66
18,14,3624,2536,0.59
2,0,1672,1192,0.71
13,8,4968,536,0.61
24,20,3752,6712,0.64
4,0,2856,1128,0.58
7,2,6200,1992,0.69
22,19,3752,16416,0.66
11,6,7480,2216,0.57
20,18,9912,5992,0.55
7,2,6200,1160,0.56
10,4,3112,1608,0.76
15,11,1992,6712,0.6
22,19,9912,13536,0.66
7,2,840,2216,0.58
8,2,2536,1480,0.62
20,17,7224,10296,0.6
5,0,3368,936,0.55
26,20,13536,4392,0.56
20,17,18336,4264,0.54
5,0,3112,1000,0.61
4,0,2472,504,0.53
6,1,2984,56,0.45
18,14,4584,7224,0.62
20,17,4776,10296,0.66
15,12,7736,8760,0.62
18,15,632,1128,0.6
15,12,3496,2984,0.61
5,0,776,904,0.63
11,6,7736,2984,0.56
8,4,1544,1736,0.62
15,12,14112,7736,0.7
25,20,552,9528,0.53
20,17,8248,3368,0.73
18,15,6712,14112,0.67
18,14,15840,4584,0.6
3,0,2600,1064,0.59
8,4,4392,1288,0.65
18,14,10296,1544,0.65
8,4,3624,2408,0.52
26,20,4264,6200,0.66
8,4,2984,2088,0.58
13,7,2024,5160,0.65
8,4,3368,552,0.64
11,6,7224,4776,0.63
26,20,22152,17568,0.77
7,2,840,2088,0.66
11,6,5544,1864,0.76
13,7,1608,5352,0.67
2,0,1800,712,0.63
20,18,19080,2600,0.74
8,4,1672,3496,0.72
3,0,680,808,0.58
13,7,11064,2536,0.52
8,2,6968,72,0.7
15,12,7224,9528,0.64
4,0,2280,1352,0.53
13,7,6456,4584,0.68
15,9,1416,7480,0.68
15,12,8248,584,0.76
18,15,3624,256,0.67
13,8,7480,6456,0.65
22,19,12576,2856,0.64
18,14,10680,5160,0.7
15,12,2280,9144,0.63
10,4,2216,1352,0.51
25,20,13536,2344,0.55
18,14,6200,6712,0.59
22,19,8248,17568,0.7
5,0,2856,1192,0.56
15,12,840,376,0.53
3,0,1320,1160,0.58
20,17,16416,10296,0.65
18,15,6200,9912,0.59
8,4,1096,1736,0.57
15,11,3496,2280,0.72
24,20,16992,8248,0.65
5,0,2024,968,0.55
25,20,5736,1544,0.67
18,14,16416,9144,0.65
2,0,144,1288,0.57
13,8,2280,6456,0.64
13,7,8504,4392,0.61
13,8,904,3880,0.71
10,4,616,2216,0.67
10,4,2664,1000,0.49
2,0,2088,16,0.64
15,11,2856,2280,0.61
26,20,5544,776,0.71
4,0,904,1288,0.55
25,20,24496,19080,0.78
26,20,8504,776,0.53
15,12,9912,376,0.66
2,0,872,488,0.67
20,18,19080,5992,0.71
24,20,16416,15264,0.69
15,11,12576,7736,0.66
20,18,10680,8760,0.71
18,15,12576,12216,0.78
11,6,2792,1224,0.67
8,4,3496,2472,0.73
20,17,7992,11448,0.78
2,0,1544,808,0.64
18,14,5160,7480,0.59
11,6,8248,2600,0.65
20,17,6712,904,0.67
20,18,14688,10680,0.66
13,7,1608,4776,0.57
8,2,2792,1544,0.65
2,0,32,600,0.59
25,20,22920,7224,0.67
15,12,3496,7736,0.62
11,6,4584,1352,0.58
20,18,10296,2984,0.5
18,14,2600,9912,0.62
4,0,2152,176,0.54
13,7,440,2792,0.51
3,0,1384,744,0.62
26,20,8504,11448,0.59
15,12,2856,5992,0.51
13,7,11064,5352,0.59
7,2,5352,2024,0.64
15,10,7992,6968,0.71
13,8,440,5992,0.62
25,20,28336,19080,0.81
13,7,7992,4008,0.58
11,6,3368,2984,0.56
15,12,3752,4776,0.61
18,14,1928,8760,0.68
8,2,6456,32,0.52
15,12,1128,6712,0.67
22,19,5160,6200,0.53
15,12,12960,4392,0.54
8,4,2792,1928,0.6
3,0,904,680,0.53
11,6,8504,3880,0.57
20,17,9912,2152,0.64
25,20,22152,9912,0.65
20,17,7480,11832,0.7
15,10,4264,2216,0.66
20,18,6200,15264,0.7
15,9,12960,3368,0.66
19,17,1800,14688,0.63
26,20,26416,17568,0.79
6,1,256,1000,0.56
13,8,9528,120,0.62
22,19,16992,13536,0.71
8,2,3240,1800,0.6
22,19,12576,7224,0.62
18,15,10296,10296,0.65
11,6,1384,2728,0.53
5,0,680,1160,0.48
5,0,2728,456,0.66
8,2,4584,2152,0.55
18,14,12216,10680,0.74
18,14,14112,7480,0.7
13,8,8248,3880,0.56
20,18,9144,14112,0.68
24,20,11832,12576,0.63
10,4,776,1928,0.6
13,8,6712,2536,0.55
3,0,1672,176,0.54
15,10,256,7736,0.57
18,14,11064,2536,0.58
4,0,2216,1160,0.66
15,11,552,6200,0.61
2,0,1800,328,0.61
4,0,2408,1192,0.76
7,2,3496,1096,0.76
10,4,4008,776,0.56
13,8,2728,392,0.67
6,1,1992,1128,0.67
2,0,1544,680,0.64
2,0,520,1032,0.52
6,1,808,632,0.65
